category,description
Electronics,"Wayona WQ30B Dual USB 3.0 Car Charger with Free 24 AWG Charging Cable and Zip Case (Black) Colour:Black   Compatible Charge all USB powered devices from iPhones to Android phones, tablets, GPS units, Bluetooth headphones and speakers, smartwatches and more. Whatever USB powered gear you've got, we've got you covered. Qualcomm Quick Charge 3.0 Technology Engineered to refuel devices up to four times faster than conventional charging. Powered by INOV (Intelligent Negotiation for Optimum Voltage) Technology for fined tuned power output and a more optimized charging cycles. Up to 45 percent more efficient than Quick Charge 2.0 and compatible with a full range of USB connection types, from A to C. QiPower Adaptive Charging Technology QiPower supports healthier battery function and the fastest USB charging speeds. With up to 2.4A of dedicated adaptive charging output per Qi USB port, this intelligent charging technology adjusts to match the unique charging needs of all your USB powered devices."
Electronics,"GATTS-MX UNIVERSAL CONVERSION PLUG GERMANY • FRANCE • EUROPE Universal type travel plug adaptor is used to connect electronic device in GERMANY, FRANCE, and EUROPE. Travel plug adaptor allows you to adapt any kind of plug in GERMANY & FRANCE. MX travel plug adaptor has universal socket so it is suitable to connect all kind of pins of all countries."
Electronics,"GIZGA 2.5"" Hard Drive Case Self Tattoo Semi Hard Shell (Navy Blue) Colour:blue   GIZGA BRANDED 2.5 inch External Portable Hard Disk Drive Carry Cover Protector/ Pouch / Bag/ Case: Why buy GIZGA brand of 2.5 inch External Portable Hard Disk Drive Carry Cover Protector/ Pouch / Bag/ Case? ""GIZGA"" manufactures after market replacement Batteries/ Chargers/ Laptop/ External Storage Accessories and world of other Laptop Accessories for all major branded Laptop Notebooks. Protect your portable hard Disk drive, store your necessary USB cords, Pen-Drives and never lose a single byte of your precious data. All GIZGA products are manufactured in ISO 9001:2008, ROHS, CE, FCE certified facility to ensure the best for our customers. Best in its class product. All Gizga Brand products are backed with good build quality and aesthetic appeal. All Gizga IT Products come with 1 Year Warranty on manufacturing defects and failure to perform. Note: Hard Drive Shown in the picture is for illustration and is not included. Compatible with all the 2.5 Inch Hard Disk Drives of all major brands including WD, Seagate, Sony, Transcend, ADATA, Hitachi, Toshiba, Dell, Lenovo, HP and other 2.5 inch Hard Drive Disk."
Electronics,"Quantum QHM495LM Webcam (Black) Product Description Sl, microphone - condenser type, cord length - 6 feet (1.6m), cable length - 6 feet (1.6m), connector - 3.5mm stereo plugx17. 				    	 					 From the Manufacturer  Quantum 25 MP Webcam with 6 Lights & Microphone Possess this Quantum 25 MP Webcam with 6 Lights & Microphone and never go out of touch. This 25 MP camera with 6 lights is a clean sweep as one of the best products that are available in the market.   It also comes with a built-in microphone which helps you chat with your loved ones while you are online. The evolutions in this web camera are the 6 lights that are detailed on this with a potentiometer that automatically switches on these lights when in the dark. This webcam from Quantum comes with 16 special effects and 10 background frames so you can now pep up your images with these frames or special effect and frame these photographs in your living room. Image control like brightness, sharpness, colour contrast options are also available, and the same can be adjusted to get the expected image output. The 10 times real time digital zoom ensures that the click still gives you high resolution quality. It comes with high quality 2G glass lens for sharper picture quality.  The Quantum webcam also has a snapshot switch on it which helps you take still images with an image resolution of 14 MP. This web camera comes with a clip with which it can be easily clipped to the laptop as well. You can now record your videos with voice and even click pictures with an image focus from 3cm to infinity. It comes with USB 2.0 High Speed interface. The webcam comes with AWB ( Automatic Whiteness Balance ) so that you can now get natural and clear images. It also comes with a anti-flicker 50 Hz, 60 Hz for outdoor resolution, so you may now capture that pretty sunrise from your window or a sunset by the beach. Buy the Quantum web camera from Amazon and get it home delivered in a couple of days."
Electronics,"Kaspersky Anti-Virus Latest Version - 1 Device, 1 Year (CD) Style Name:1 Device, 1 Year (CD/DVD)   Kaspersky Anti-Virus delivers essential and much needed protection and security against all types and any type of malware. As the backbone and support of your PC's defenses, it safeguards and protects you from the latest viruses, malware, spyware, worms, ransomware and more. It is the easy-to-use, user friendly security solution that won't slow down your system. Protects against viruses, worms, spyware Trojans and more Delivers world-class international security and protection - without slowing down your PC. It simplifies management of security and access to support."
Electronics,"Mpow Bluetooth FM Transmitter QC3.0 Dual USB Charging Wireless in-Car Radio Adapter Handsfree Car Kit Support U-Disk Music Play Colour:QC3.0   Specification:Item Type: Car FM TransmitterBluetooth Version: V4.2, A2DP, AVRCP, HFPPC Interface: High Speed USB2.0Input Power: DC12V-24VUSB Output: 12V/1.5A, 9V/2A, 5V/3AScreen: LED Display Support USB Disk: ≤32GBSupport Format: MP3/WMA/WAVWorking Current: 50-100mA DC12VBps: 64-320 kbpsFM Frequency: 87.5-108MHzSNR: 85db (FM:65dB)Harmonic Distortion: <0.05% (FM<0.1%)Working Condition: 0℃-60℃Transmitting Distance: <5mColor: Black Package Included:1 x Car FM Transmitter Charger1 x User Manual"
Electronics,"Apple MacBook Air Core i5 8th Gen 13.3 inch Laptop (8GB/128GB SSD/MacOS Mojave/Space Grey/1.25 kgs), MRE82HN/A Size name:128GB   Available in silver, space gray, and gold, the new thinner and lighter MacBook Air features a stunning Retina display, Touch ID, the latest Apple-designed keyboard, and a Force Touch trackpad—all housed in an iconic wedge design made from 100 percent recycled aluminum.2 And with all-day battery life, MacBook Air is your perfectly portable, do-it-all notebook."
Electronics,"Logitech Z-623 2.1 Channel THX-Certified Multimedia Speakers Studio-Quality Audio, THX Certified Speaker Are you a music lover? Want to enhance your listening experience? Then switch to Logitech Z-623 2.1 THX-Certified Multimedia Speaker. You are assured to get a studio like audio quality once you decide to bring these amazing speakers home. THX certified Logitech speaker comes with 400 watt peak power, to provide you with theatre quality sound. No matter whether you are watching a movie or listing to your favorite song, you will get a life-like audio experience with these multimedia speakers. Also, the 200 watt RMS enables you to listen as loud as you want, helping you to control volume and bass balance at the same time.  Built-in Headphone and Other Features  Powerful Logitech speakers come equipped with built-in headphone jack, so that you can listen to your favorite music privately. You can plug in up to 3 audio devices including your computer, gaming console, ipod and more. The speaker is integrated with powerful 2.1 system, which is a two satellite setup with powerful sub-woofers to ensure that you are experiencing crisp and vibrant sound even in large and spacious rooms. Thus, you can now add more charm to your in-house parties with Logitech premium quality speakers. The speaker comes with 2-year manufacturer warranty from the date of its purchase."
Electronics,"RDP ThinBook 1430-EC1 14.1 inch Laptop (Intel 1.92 GHz Quad Core/2GB RAM/32GB Storage/Windows 10/Ultraslim Metallic Grey Finish with Thin Bezel) If you are looking for a performance laptop where you can multitask and operate seamlessly with an enhanced user experience, then the ThinBook is just the right device for you. The ThinBook 1430-EC1 comes with a sleek body and a metallic grey finish, this 14.1-inch device that will serve as a perfect BYOD Device. It's perfect for travel, work, vacation, and even as an entertainment tool. The powerful 10,000mAh battery lets you work efficiently for 8.5 hours without worrying about plugging for a charge. The real advantage is the performance, size and weight which is the thinnest, lightest and longest-serving laptop packed with powerful Intel 1.92 GHz Quad Core Processor and comes with a preloaded Windows 10 OS. An in-built RAM of 2GB and a storage capacity of 32GB (expandable up to 128GB) make this laptop stand out from the crowd. You will thoroughly love owning the ThinBook as this lightweight laptop can easily fit in smallest places of in your travel/work luggage no matter where you go. How cool is that? With a portable sleek design and incredible product features, this device truly gives you an exceptional experience. Improve your computing experience with the ThinBook. Get it today!"
Electronics,Sony NW-E394 Walkman 8GB Digital Music Player (Black)
Electronics,"Generic DT830D Small Digital Multimeter, Yellow To avoid possible damage to the meter or to the equipment under test, follow these guidelines: Disconnect circuit power and discharge all high-voltage capacitors before testing resistance, continuity, diodes, or capacitance. Use the proper terminals, function, and range for your measurements. Before measuring current, check the meter's fuses and turn power off to the circuit before connecting the meter to the circuit. Before rotating the range switch to change functions, disconnect test leads from the circuit under test. Before attempting to insert transistors for testing, always be sure that the test leads have been disconnected from any measurement circuits. Remove test leads from the meter before opening the Meter case.  To avoid possible damage to the meter or to the equipment under test, follow these guidelines: Disconnect circuit power and discharge all high-voltage capacitors before testing resistance, continuity, diodes, or capacitance. Use the proper terminals, function, and range for your measurements. Before measuring current, check the meter's fuses and turn power off to the circuit before connecting the meter to the circuit. Before rotating the range switch to change functions, disconnect test leads from the circuit under test. Before attempting to insert transistors for testing, always be sure that the test leads have been disconnected from any measurement circuits. Remove test leads from the meter before opening the Meter case."
Electronics,"The Clownfish Vegan 8 Liter Laptop Briefcase (Dark Brown) Colour:Dark Brown   The Clownfish 8 Liters Vegan Leather Laptop Briefcase is sturdy despite being sleek and ultra-light. Ideal for 14 inch laptops, it comes with 3 big compartments and 1 laptop sleeve with a zip pocket inside for storing easy accessible stuff. Additional features include multiple pockets for pens, business cards, folders and other business accessories and an adjustable shoulder strap. It has been built with considerably spacious interiors, so that you can manage all your belongings easily. Navigate through your professional and personal life with The Clownfish; design, brand and style for the contemporary Indian consumer with expandable width."
Electronics,"Chronex Premium Lycra Cell Phone Wallet for Credit Card / ID Card (2 Units Combo Pack) When you live a busy lifestyle, often transitioning from work, to the gym, to home and then out on the town, you need to stay comfortable without having to carry more than you need. The Smartphone Wallet gives you the flexibility and freedom you need to keep your phone and your important documents to together in one slim configuration. Exclusive Product Details: Ã‚Â· High Quality Elastic Lycra Fabric Ã‚Â· Stretchable Pocket Never Loses Elasticity Ã‚Â· Slim, Discrete, Mobile Friendly Design Ã‚Â· 3M Adhesive Backing for Enhanced Stability Ã‚Â· Form-Fitting Size Ensures Minimal Impact on Carry Ability Compatible with any smartphone or phone case, including: Ã‚Â· iPhone 6, 6 Plus Ã‚Â· Samsung Galaxy S7, S6, S5 Ã‚Â· Samsung Galaxy Note Series Ã‚Â· LG G3, G2, Optimus Series Ã‚Â· HTC M8, EVO, Desire, Sense Ã‚Â· Sony Xperia Series Ã‚Â· And More! Make traveling around in one slim configuration."
Electronics,"Its Good Products Lapboard For Laptops Till Screen Size 16 Inches (Black & Yellow) Colour:Yellow   LapBoard, is an ergonomically designed multi-utility support that makes using laptop, books, hot bowl of soup, etc. easy to you without the restrictions of a table and chair. With a sturdy and firm top surface coupled with soft bead based cushion, LAPBOARD is perfectly stable on your lap whether you are comfortable on a bean bag, on your couch, your car or the chair!"
Electronics,RiaTech Gold Plated 2 Male to 1 Female 3.5mm Headphone Earphone Mic Audio Y Splitter Cable for PC Laptop – Black
Electronics,"Pedigree Puppy Dry Dog Food, Chicken & Milk – 10 kg Pack Size:10 kilograms   Pedigree is a complete and balanced food for your dog baby. Made with high quality ingredients, Pedigree provides puppies the 5 Signs of Good Health – healthy skin and coat, strong bones and teeth, healthy digestive system, strong muscles and stronger immune system. Enriched with high amounts of protein, Pedigree dog food provides strong muscles to growing pups for a healthier and more active life. The entire Pedigree Dog food range is formulated by research done by the Waltham Centre for Pet Nutrition, a leading scientific authority in pet nutrition and well-being for over 50 years. Everything we do at Pedigree is for the love of dogs because dogs bring out the good in us and Pedigree pet food brings out the good in them."
Electronics,"Tubros Hikvision 2Mp Turbo Hd Dome Camera 1Pcs And Hikvision 2Mp Turbo Hd Bullet Camera 1Pcs Pack. Hikvision DS-2CE5AD0T-IRP/ECO 2MP (1080P) Turbo HD Night Vision Dome Camera 1Pcs and Hikvision DS-2CE1AD0T-IRP/ECO 2MP (1080P) Turbo HD Night Vision Bullet Camera 1Pcs. Dome Camera Description: 2.0 Megapixel High-performance CMOS, Analog HD output, up to 1080P resolution, True Day/Night, Smart IR, Up to 20m IR distance, OSD Menu, Up the Coax (HIKVISION-C Protocol), Effective Pixels- 1930 (H) x 1088 (V), Min. illumination- 0.01 Lux @ (F1.2, AGC ON), 0 Lux with IR. Signal System - PAL/NTSC. Bullet Camera Description: 2.0 Megapixel High-performance CMOS, Analog HD output, up to 1080P resolution, True Day/Night, Smart IR, Up to 20m IR distance, Effective Pixels- 1920 (H) x 1080 (V), Min. illumination- 0.01 Lux @ (F1.2, AGC ON), 0 Lux with IR. Signal System - PAL/NTSC, IP66 Weatherproof. It can be used with Hikvision 2MP and 3MP Turbo HD DVR. Free Mobile View (Android and Windows Phone), Can Be Watched Online, High Quality Branded Product, Installation is not included.2 Years Seller Warranty of Camera. (Physical Damage & Burning are not covering in Warranty). Before purchasing this product, please make sure that your DVR is supported to this cameras."
Electronics,CrossBeats Mini Bluetooth Receiver with 3.5mm Aux Adapter and Wireless Car Kit (Silver)
Electronics,SanDisk 120GB Solid State Drive Reliable; Fast and Plenty of Capacity SanDisk; a pioneer in solid state storage technologies and the brand pros trust; delivers improved speed and performance with the SanDisk SSD Plus. With sequential read speeds of up to 535MB/s; this solid state drive performs up to 20X faster than a typical hard disk drive. Youll appreciate faster startups; shutdowns; data transfers; and application response times than with a hard disk drive. The SanDisk SSD Plus also offers quiet; reliable performance; and dashboard status monitoring for your favorite media applications. Extend the Life of Your Laptop or Desktop PC Upgrade your laptop or desktop with a fast; reliable solid state drive from a globally trusted brand and suddenly; your old computer acts and feels like a new machine with faster boot-ups; shutdowns and app response times. Faster Boot-ups; Shutdowns; and App Response High sequential read speeds of up to 535MB/s and sequential write speeds of up to 445MB/s translate into better performance for everything you do; performing up to 20X faster than a typical hard disk drive. Durable Solid State Design With no moving parts; the SanDisk SSD Plus is engineered to resist shock and vibration; helping to keep your data safe through lifes bumps and bruises. Ideal for Typical PC Workloads The SanDisk SSD Dashboard delivers SLC caching which boosts burst write performance; making it the ideal storage solution for typical PC workloads such as web browsing; email; casual gaming; office productivity and audio/video entertainment. Easy Set-up The SanDisk SSD Plus comes with easy; step-by-step instructions and cloning software to help you set up your new drive. Storage Capacity: 120 GB Maximum Read Transfer Rate: 530 MB/s Maximum Write Transfer Rate: 400 MB/s Drive Interface: SATA Drive Interface Standard: SATA/600 Drive Type: Internal Height: 0.3 Width: . Genuine Imported Products from USA. Prices include Import Custom Duties and Taxes.
Electronics,"WD WDS120G2G0A 120GB 2.5-inch Internal SSD (Green) For fast performance and reliability, WD Green SSDs boost the everyday computing experience in your desktop or laptop PC.With the performance boost from a WD Green SATA SSD, you can browse the web, play a game, or simply start your system in a flash.Lightweight and shock resistant, WD Green SSDs use no moving parts and help keep your data safe from loss in the case of accidental bumps and drops.WD Green SSDs are among the lowest power consuming drives in the industry. And with less power used, your laptop runs longer."
Electronics,Icable Artist Drawing Two Finger Glove for Graphics Drawing Pen Tablet Tracing Pad-L Artist Drawing Two Finger Glove For Graphics Drawing Pen Tablet Tracing Pad-L
Electronics,"Replacement Laptop Keyboard for DELL INSPIRON N5050 Feels great to touch, keeps your keyboard new and fashionable. Keep out dirt, food, dust, liquid, and other junk from your keyboard. 100% Compatibility. Compatible Replacement Laptop Keyboard with 3 months warranty."
Electronics,"QuantumZERO QZ-CR01 USB 3.0 Card Reader for SD-XC (up to 2TB), SD, MMC, RS-MMC, SD-HC, Micro SDHC, Micro SDXC, Micro SD, Mini SD, supports UHS-I (Genesys GL3233 controller) The QuantumZERO USB 3.0 Card Reader enables you to transfer data at a blistering speed of up to 5Gbps, saving your time. Product Features: equipped with Genesys GL3233 controller for best performance and wider compatibility. SuperSpeed data transfer rates up to 5 Gbps (actual rates depend on speed of memory card itself and computer USB host controller). Made of high grade ABS plastic for durability. Soft, cool blue LED light indicates operation. Plug and Play, Supports hot swap, Bus-powered. Backward compatible with USB 2.0, USB 1.1 at their native speed - USB 2.0 Hi-Speed devices (rates up to 480Mbps), and USB 1.1 Full/Low Speed devices (rates 12/1.5 Mbps). Product Specifications: Product Name: USB 3.0 Card Reader. Product Model: QZCR01. Cards Supported: SD-XC (up to 2TB), SD, MMC, RS-MMC, SD-HC, Micro SDHC, Micro SDXC, Micro SD, Mini SD* (* for Mini SD adapter is required, adapter not included) supports the latest UHS-I specification. Card Reader Controller: Genesys GL3233. Built Material: High Grade ABS Plastic. Output Interface: USB 3.0. Dimensions: 74 x 28 x 13 mm. Weight: 20 g. System Supported: Windows 10/8.1/8/7/Vista/2003/2000/ME/XP/98, Mac OSx9 or above. Color: Black. Driver: No need, Plug and Play. Package Contents: QuantumZERO USB 3.0 Card Reader Welcome Guide Special Notes: Older versions of Windows XP or Mac OS X may need to install operating system upgrades or patches to support the exFAT file system of many high capacity cards (64GB or higher). High-speed memory cards, such as SDXC, Micro SDXC, etc, are able to take full advantage of the USB 3.0 card reader’s transfer rate capability. Certain memory cards may not be readable on some older operating systems, so please make sure your OS has been updated. Also, please check the lock setting on your memory card to make sure it isn’t locked for reading."
Electronics,"Tarkan USB Powered Portable Laptop Cooler with Adjustable Speed Vacuum Fan [Hot Air Extraction] Laptop overheating, affecting their life, high temperature and even lead to the motherboard / CPU burn. Cooling of the laptop are very important, we are not only cool, but also to the CPU to provide a good working environment and prolong life. Operation Instructions: Begin to use, in order to fast cooling, open to the largest (3000 RPM), temperature drop down, About 15 minutes, transferred to the minimum (1500 RPM) remains constant, so that we can keep in a reasonable working temperature, and can prolong the service life and lower noise."
Electronics,"MMOBIEL 24-in-1 Professional Repair Toolkit Screwdriver Set with 2 mm Adhesive Tape and PVC Suction Cup Nylon Spudger for Smartphones 24 in 1 Professional Repair Toolkit Screwdriver set incl. 2mm adhesive tape for iPhone iPad iPod PSP NINTENDO HTC Samsung Nokia Huawei LG Motorola Xiaomi Incl. PVC Suction Cup Nylon Spudger MMOBIEL Incl. 2mm adhesive tape set of 3 Antistatic Tweezers SIM Pin Opening Pry! High quality PVC Suction Cup, Nylon Spudger 4 x Screwdriver Opening Pry Tweezers! If your smart phone or tablet PC need to be repaired, do not worry, you can have these 24 tools to repair your smart phone or tablet PC by yourself. Excelent for replacing batteries LCD Touch Screen Spareparts broken parts from iPhone Nokia HTC Sony Huawei Xiaomi etc. Package included: 1 x Pentalobe screwdriver (1.2 x 30 mm) 1 x Pentalobe Screwdriver (0.8 x 30 mm) 1 x Cross screwdriver (1.5 x 30 mm ) 1 x Straight screwdriver (1.5 x 30 mm) 1 x ESD-13 tweezer (anti-static ) 1 x ESD-14 tweezer (anti-static ) 1 x ESD-15 tweezer (anti-static ) 1 x Black ultra-thin table touch screen opener 1 x Blue table digitizer opener 4 x Black pry openers 3 x Blue pry openers 1 x Green spudger 1 x Yellow plastic Pry 1 x Ultra-thin steel pry tool 1 x Suction cup 1 x SIM card tray opener 1 x Plastic Triangular Pry 1 x Adhesive sticker tape for cell phone repair 1 x Microfiber cleaning cloth"
Electronics,"Portronics 2.1A Dual USB Charger (White) Portronics 2.1A Dual USB Charger (White) Truncate Charging Time Shorten up your recharging spans by charging two devices simultaneously with one power adapter. The Portronics 2.1 A Dual USB Charger (White) delivers 5 V (2 x 1 A) output to ensure that you have always got a means to charge your tablet and smartphone at the same time. The 2.1 A Dual USB Charger comes with standard USB sockets that makes it compatible with most smartphones and tablets so that it can serve as a handy backup solution for most of the users. Fights Power Spikes Made with security in mind, the 2.1 A Dual USB Charger safeguards your devices from overload and short circuits to insure a long life. Small and compact, the 91 gm weighing and 19.2 x 4.8 x 7.6 cm dimensional Dual USB Charger can fit into any space or your pockets to recharge your smartphone and tablet whether you are home or on travels. The smooth and fine finish of the elegant white adapter is another attractive aspect about it. You also get 6-month replacement warranty from the date of purchase with this 2.1 A Dual USB Charge to give you a sense of safe dealing."
Electronics,"Dell DW316 USB DVD-RW Drive A plug and play disc burning and disc playing solution that you can use with a USB port. Simply plug the low profile (14mm), lightweight (200g) drive into your Ultrabook or notebook's USB port and you'll be ready to play or burn your favorite DVD or CD at home in even a small workspace. You can also place the drive in your bag to take this functionality with you. Take advantage of the pre-loaded CyberLink Media Suite to easily play and burn DVD/CDs or install disc-based computer programs. Play or burn your favorite DVDs or CDs with the Dell external optical drive. This premium, external optical drive is powered by your Ultrabook's or notebook's USB port, so no batteries or power cords are necessary. Has a streamlined design, which compliments contemporary notebooks and blends in well with your home workspace or a high tech cafe. Purchase with confidence and rely on the protection of a 1-year limited hardware warranty for your Dell optical drive. It is not a DVD player for TV."
Electronics,"D-Link Dir-600M N150 Broadband Wireless Router (Not a Modem) Colour:Black   The DIR-600M Wireless N 150 Home Router is an attractive, high-performance router that makes it easy to share your broadband Internet connection with all your devices. Simply connect it to your broadband modem, then use the web-based setup wizard that guides you step by step through the configuration process. Whether you’re surfing the web on your desktop or relaxing on the couch with your laptop, the DIR-600M keeps you connected wherever you are in your home. The external antenna provides good coverage for your network, so you can avoid “dead spots” and get a reliable connection in more places throughout your home."
Electronics,"Edge3 Mi Redmi Note 5 Pro Slim Stealth [TPU] Case with Camera Protection(Black Matte) We have designed it after understanding the needs of the customer who wants to provide great protection to their phone and make their phone stand out in the crowd by enhancing its looks. Its crafted with high-quality materials that beautifully protects your beloved device.  Protect your phone from scratches, drop, bump and daily damage. The raised bevel can offer protection for screen and camera, helps against scratches. The perfect precise cutouts ensure easy access to all ports, buttons, speakers, camera and other features. Double reinforced corners for added strength in the event of an impact. Slim profile that's flexible for an exact fit and technical style."
Electronics,"Digitek DFL-003 Camera Flash Speed Light (Black) Universal low pressure trigger flash and S1/S2 wireless trigger flash simple to use, super speed of charging recycle. Automatic saving function keep the current setting to the flash light saved. Fit for canon Eos and powers hot series, Nikon DSLR, Olympus four third/micro four third digital camera, Panasonic, Fujifilm, Panasonic, Samsung DSLR's. Highly sensitive wireless sensor allows camera to trigger the flash fire in far distance. Standard PC synchronous port. Guide no. 38 iso 100 flash mode manual, S1, S2 vertical rotation angle 0-90 degree horizontal rotation angle 0-270 degree power 4xAA size batteries (alkaline or Ni-mh are usable) lighting time 100-1500 times (aa alkaline batteries used) recycle time approx. 0.1-5 s (aa alkaline battery used ) lighting quantity output control with 1/8 strop increment color temperature 5600k plus 200k flash duration 1/200 - 1/20000s contents flash light x 1, protection bagx1, mini stand x1, manual."
Electronics,"JYC 3110 Foldable Camera Tripod with Mobile Clip Holder Bracket, Fully Flexible Mount Cum Tripod, Standwith 3D Head & Quick Release Plate Here's a tripod that promises enough length, all the features of a pro tripod and yet extremely light weight. With a maximum height of 105 cm and a minimum height of 35 cm, a weight under 400 grams, you can carry it with you on your holidays. It comes with universal mobile and GoPro action camera attachments, this one tripod can take on all the cameras and ensure stable professional images. The adjustable-height tripod makes it easy to achieve reliable stability and score just the right angle when going after that award-winning shot. A fun and useful camera accessory for both novice and professional photographers alike, the handy tripod accommodates a wide range of digital, video and still cameras and comes loaded with user-friendly features. Camera Cellphone Universal Tripod Capture, awesome pictures & video anywhere with your phone ,thanks to the small mini Phone Tripod. Set it up where ever you want; on a rock, a couch, the dashboard and easily adjust the flexible tripod legs to level it out. The flexible legs also hold firmly in any position you set them, allowing you to wrap it on a lamp, pole, tree or anything else and capture awesome shots or watch videos from any angle! The compact lightweight design makes it super portable."
Electronics,XP-Pen Deco01 Digital Graphics Drawing Pen Tablet
Electronics,"Seagate 500 GB Barracuda SATA Internal Solid State Drive (Black) There’s no need to let your PC or Mac slow you down. All it might need is a boost. With the Seagate BarraCuda SSD, it is easy to improve the efficiency of data processing and retrieval. A global leader in storage solutions for nearly four decades, Seagate designed the BarraCuda SSD to provide speedy boot-up, quick file access, and rapid application load times. You can now save time with a solid state drive that starts up in seconds and allows you to almost instantly access data, load game levels, open applications, and transfer files."
Electronics,AmazonBasics 3.5mm to 2-Male RCA Adapter cable - 4 feet
Electronics,"Maxicom Heavy Duty - 3 Feet Projector Ceiling Mount Stand Bracket (M449 - White - Weight Capacity : 15 Kgs) About Another exceptional quality product from Maxicom, the leaders in audio - video mounting systems since many years and originally approved by major leading brands. Maxicom heavy duty 3 feet Universal Ceiling Mount bracket in White. Maxicom Projector Ceiling Mounts ensure no visible wires around the room and no tripping over the cord of the projectors. Secure and hassle free for your projector installation. Very easy to install and comes along with universal hardware accessory pack. Built Quality  Strong and sturdy design. Made of heavy-duty steel, the Projector Ceiling Mount Bracket ensures reliable strength and built-to-last performance. The metal projector mount effortlessly supports the weight of the Projector, and it ensures safety and peace of mind when properly installed. Solid heavy gauge steel constuction with smart design for faster installation. Offers 360 degree rotation and tilt of +/- 15 degrees. Colour and finish - White powder coated. Manufactured in world class facility.  Compatible with all leading brands  Maxicom 3 feet projector ceiling mount is a unique projector ceiling mount and fits all projectors of almost all leading brands. like Sony/ Samsung/ Sanyo/ Dell/ Hitashi/ Mitashi/ Benq/ Epson/ 3M/ Asus/ Optoma/ LG/ Viewsonic/ Infocus/ Acer and more . These Projector Ceiling Mount Bracket's are ideal for Projector installations at Homes , Office's, Cafe's, Restaurant's, Hotel's, Factories, School's, Conference Room's, Clinic's, Hospital's and many more . Authorised Seller For Maxicom Projector Mounts  SHIVAM INFOTECH"
Electronics,"Deception Point From the Back Cover When a new NASA satellite detects evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victorya victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Sexton to the Arctic to verify the authenticity of the find. Accompanied by a team of experts, including the charismatic academic Michael Tolland, Rachel uncovers the unthinkable  evidence of scientific trickery  a bold deception that threatens to plunge the world into controversy. But before Rachel can make her findings known, she realises, perhaps too late, that such knowledge puts her and Tolland in deadly jeopardy. Fleeing for their lives in an environment as desolate as it is lethal, they possess only one hope for survival: to find out who is behind this masterful ploy. The truth, they will learn, is the most shocking deception of all 				    	 					 About the Author Dan Brown is the bestselling author of Digital Fortress, Deception Point, Angels and Demons and The Da Vinci Code. He is a graduate of Amherst College and Phillips Exeter Academy, where he has taught English and creative writing. He lives in New England and can be found on the web at www.danbrown.com"
Electronics,"AmazonBasics Large Carrying Case for GoPro,Black Size name:Large   AmazonBasics Large Carrying Case for GoPro"
Electronics,"Liolis 12 Inch Karaoke Bluetooth PA System Portable Trolley Speaker with 2 Wireless Mic, Remote Control, FM Radio and AUX/TF/USB Liolis Karaoke PA System, set included what you need: Bluetooth speaker with telescoping rear-handle and wheels, wireless microphone, remote control, support FM radio function and various connection . Just play your favorite music, enjoy the strong bass, clear and rich vocal, makes it filled with your house, bedroom, party. Be your own by using the wireless microphone with the background music to have a passionate speech. Specifications: Speaker Unit:1 12"" Speaker +1 3"" tweeter. Power Output: 100 W Power Input: AC100-240V Adapter Output: 9V 0.8A Battery: Lithium 7.4V R.Frequency: 90Hz-20kHz S/N Ratio: 60B Working Time: Up to 8 Hours Color: Black Package: 1 Karaoke Speaker Set 2 x Wireless Microphone 1 x Remote Control (Battery not included) 1 x Power Cable with Adapter 1 x Audio Cable (portable trolly speaker wireless, trolly speaker with bluetooth mic, portable bluetooth speaker)."
Electronics,"Behringer UMC202HD U-Phoria USB Audio Interface with MIDAS Microphone Preamplifiers Size:UMC202HD (2in/2out)   Behringer u-phoria umc202hd USB 2.0 audio interface a compact studio-in-a-box, the behringer u-phoria umc202hd audio interface delivers studio-grade 24-bit/192 khz resolution. It features 2 midas-designed mic preamps and zero-latency, direct monitoring. Preamps: 2x midas design, inputs: 2x xlr/trs combo (mic/line/instrument) input level attenuation: 2x pad switch, input frequency response: 10hz-50khz (0/-3db), output frequency response: 10hz-43khz (0/+0.3db), impedance: Mic in: 3 kohm, instrument in: 1 mohm, max input level: Mic: -4dbu line: +20dbu instrument: -3dbu, max output level: +3dbu, outputs: 1x 1/4-inch stereo (phones), 2x 1/4inch trs (line out), dynamic range: 110db-a, supported sample rates: 44.1/48/88.2/96/176.4/192 khz, USB connectivity: USB 2.0, type b, system requirements: Mac os x, windows xp or higher, (drivers can be downloaded at behringer), power supply: USB bus-powered, weight: 1.2lb also comes with: Antlion audio xlr power converter if you're looking for small recording equipment for your twitch or facebook live streams, then the antlion audio xlr power converter is your go-to solution. This little device can be used on boom microphones, it safely converts 48v phantom power to 5v plugin power. The built-in proximity compensator lets you directly record vocals using a boom mic such as the modmic. Antlion audio's power converter automatically adjust the signal to produce a natural audio response. Regardless if the microphone is near or far from your mouth, the xlr power converter generates clear and natural vocals. For a tiny device, it packs a whopping -115db dynamic range. It extends the headroom and lets in a lower noise floor. You can use the antlion audio xlr power converter for your streams and cast on twitch, youtube live stream, facebook like, microsoft mixer, and more."
Electronics,IO Crest SY-PCI40010 PCI RAID Host Controller Card Brings new life to any old desktop PC. Connects up to 4 SATA II high speed SATA hard disk drives. Supports Windows 8 and Server 2012
